harness,model,variant,experiment,n_runs,tool_calls__delta,tool_calls__delta_ci,tool_calls__ratio,tool_calls__n,failed_calls__delta,failed_calls__delta_ci,failed_calls__ratio,failed_calls__n,error_recovery_calls__delta,error_recovery_calls__delta_ci,error_recovery_calls__ratio,error_recovery_calls__n,duplicate_commands__delta,duplicate_commands__delta_ci,duplicate_commands__ratio,duplicate_commands__n,repeated_reads__delta,repeated_reads__delta_ci,repeated_reads__ratio,repeated_reads__n,post_green_repeat_tests__delta,post_green_repeat_tests__delta_ci,post_green_repeat_tests__ratio,post_green_repeat_tests__n,post_success_calls__delta,post_success_calls__delta_ci,post_success_calls__ratio,post_success_calls__n,abandoned_exploration_calls__delta,abandoned_exploration_calls__delta_ci,abandoned_exploration_calls__ratio,abandoned_exploration_calls__n,tool_result_chars__delta,tool_result_chars__delta_ci,tool_result_chars__ratio,tool_result_chars__n,est_tool_result_tokens__delta,est_tool_result_tokens__delta_ci,est_tool_result_tokens__ratio,est_tool_result_tokens__n,induced_cost_lower_usd__delta,induced_cost_lower_usd__delta_ci,induced_cost_lower_usd__ratio,induced_cost_lower_usd__n,induced_cost_upper_usd__delta,induced_cost_upper_usd__delta_ci,induced_cost_upper_usd__ratio,induced_cost_upper_usd__n,context_growth_tokens__delta,context_growth_tokens__delta_ci,context_growth_tokens__ratio,context_growth_tokens__n,tool_wall_s__delta,tool_wall_s__delta_ci,tool_wall_s__ratio,tool_wall_s__n,wall_s__delta,wall_s__delta_ci,wall_s__ratio,wall_s__n,estimated_no_cache_cost_usd__delta,estimated_no_cache_cost_usd__delta_ci,estimated_no_cache_cost_usd__ratio,estimated_no_cache_cost_usd__n,reported_cost_usd__delta,reported_cost_usd__delta_ci,reported_cost_usd__ratio,reported_cost_usd__n,cat_test_execution__delta,cat_test_execution__delta_ci,cat_test_execution__ratio,cat_test_execution__n,cat_file_read__delta,cat_file_read__delta_ci,cat_file_read__ratio,cat_file_read__n,cat_file_search__delta,cat_file_search__delta_ci,cat_file_search__ratio,cat_file_search__n,cat_navigation__delta,cat_navigation__delta_ci,cat_navigation__ratio,cat_navigation__n,cat_code_edit__delta,cat_code_edit__delta_ci,cat_code_edit__ratio,cat_code_edit__n,tool_calls__perm_p,post_green_repeat_tests__perm_p,duplicate_commands__perm_p,abandoned_exploration_calls__perm_p,post_success_calls__perm_p,est_tool_result_tokens__perm_p,estimated_no_cache_cost_usd__perm_p
pi,claude-sonnet-5,max_certainty,anthropic_pi,12,0.5,"[-0.500,3.000]",1.167,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.5,"[-1.000,1.000]",0.0,12,0.0,"[0.000,0.000]",,12,511.0,"[112.500,864.000]",1.907,12,127.5,"[28.000,216.000]",1.909,12,0.0003,"[0.000,0.001]",2.0,12,0.0006,"[-0.000,0.003]",1.697,12,366.0,"[180.500,940.000]",1.732,12,,,,,4.13,"[-0.285,7.335]",1.456,12,0.0066,"[-0.001,0.030]",1.262,12,0.0034,"[0.000,0.013]",1.541,12,0.0,"[-0.500,1.000]",1.0,12,0.0,"[0.000,1.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.500]",,12,0.0,"[0.000,0.000]",1.0,12,0.4362,1.0,1.0,1.0,0.4362,0.1209,0.1209
pi,claude-sonnet-5,multiple_approaches,anthropic_pi,12,0.0,"[0.000,1.000]",1.0,12,0.0,"[0.000,0.000]",0.5,12,0.0,"[0.000,0.000]",0.5,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,0.000]",0.25,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,400.500]",1.0,12,0.0,"[0.000,100.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.001]",1.0,12,669.25,"[389.000,1007.250]",1.98,12,,,,,6.43,"[3.683,11.542]",1.614,12,0.0089,"[0.006,0.020]",1.321,12,0.0093,"[0.006,0.013]",2.269,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.500]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.500]",,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,0.1215
pi,claude-sonnet-5,no_questions_autonomy,anthropic_pi,12,0.0,"[-1.000,0.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.500,0.000]",0.5,12,0.0,"[0.000,0.000]",,12,0.0,"[-4.500,16.000]",1.0,12,0.0,"[-1.000,4.000]",1.0,12,0.0,"[-0.000,0.000]",1.0,12,0.0,"[-0.000,0.000]",1.0,12,0.0,"[-145.250,31.000]",1.0,12,,,,,-1.105,"[-2.590,-0.120]",0.884,12,0.0002,"[-0.007,0.001]",1.009,12,0.0,"[-0.002,0.001]",1.001,12,0.0,"[-0.500,0.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,0.687
pi,claude-sonnet-5,verbose_repetition,anthropic_pi,12,0.0,"[-1.000,0.000]",1.0,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[0.000,0.000]",0.5,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",0.75,12,0.0,"[0.000,0.000]",,12,0.0,"[-81.750,31.000]",1.0,12,0.0,"[-20.500,8.000]",1.0,12,0.0,"[-0.000,0.000]",1.0,12,0.0,"[-0.000,0.000]",1.0,12,-1.25,"[-125.250,61.000]",0.998,12,,,,,-0.865,"[-3.042,0.255]",0.925,12,0.0014,"[-0.006,0.001]",1.056,12,0.0005,"[-0.001,0.001]",1.066,12,0.0,"[0.000,0.000]",1.0,12,0.0,"[-0.500,0.000]",1.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,0.7199
pi,deepseek-ai/DeepSeek-V4-Pro,adjacent_cleanup,pilot_a,18,1.0,"[-0.500,1.500]",1.225,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.500]",1.0,18,508.5,"[132.000,568.000]",1.406,18,127.0,"[32.500,142.000]",1.407,18,0.0003,"[0.000,0.000]",1.478,18,0.0008,"[0.000,0.001]",1.739,18,387.0,"[108.000,624.000]",1.403,18,,,,,10.595,"[-3.705,20.730]",1.539,18,0.0062,"[0.003,0.009]",1.325,18,0.0023,"[-0.004,0.005]",1.234,18,0.0,"[0.000,0.000]",1.0,18,1.0,"[-0.500,1.000]",1.417,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",1.0,18,0.69,1.0,1.0,1.0,1.0,0.1255,0.41
pi,deepseek-ai/DeepSeek-V4-Pro,adjacent_cleanup,screening_pi,32,1.5,"[0.500,2.000]",1.244,32,0.0,"[0.000,0.500]",1.071,32,0.0,"[0.000,0.500]",1.167,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,1.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,448.75,"[-10.500,611.500]",1.291,32,112.0,"[-3.000,152.750]",1.291,32,0.0003,"[-0.000,0.000]",1.302,32,0.0008,"[-0.000,0.001]",1.317,32,414.0,"[-339.500,716.500]",1.357,32,,,,,0.315,"[-12.128,13.848]",1.012,32,0.0066,"[0.002,0.011]",1.264,32,0.0047,"[-0.000,0.007]",1.418,32,0.0,"[0.000,0.500]",1.0,32,0.25,"[0.000,1.250]",1.056,32,0.0,"[0.000,0.000]",1.5,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.1398,1.0,1.0,1.0,0.1388,0.0286,0.0212
pi,deepseek-ai/DeepSeek-V4-Pro,ambiguous_scope,stress_pi,12,2.5,"[1.000,4.500]",1.335,12,1.0,"[0.500,2.000]",1.381,12,1.0,"[0.750,2.000]",1.833,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,0.000]",0.0,12,0.0,"[-0.500,0.750]",1.0,12,1012.75,"[799.000,1971.000]",1.533,12,252.75,"[199.250,493.000]",1.533,12,0.0009,"[0.001,0.001]",1.748,12,0.0039,"[0.003,0.005]",2.256,12,804.0,"[713.500,1413.500]",1.74,12,,,,,-6.3,"[-8.710,20.325]",0.807,12,0.0114,"[0.010,0.016]",1.384,12,0.0029,"[-0.003,0.008]",1.272,12,1.25,"[0.750,2.000]",2.0,12,0.0,"[0.000,2.250]",1.0,12,0.0,"[0.000,0.000]",0.5,12,-0.25,"[-1.000,0.000]",0.6,12,0.0,"[-0.250,0.000]",1.0,12,0.129,1.0,1.0,1.0,1.0,0.4033,0.3727
pi,deepseek-ai/DeepSeek-V4-Pro,bounded_efficiency,holdout_pi,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,-44.0,"[-355.500,93.000]",0.979,40,-11.5,"[-89.000,22.500]",0.978,40,0.0,"[-0.000,0.000]",1.0,40,0.0,"[-0.000,0.001]",1.0,40,-30.5,"[-459.500,139.500]",0.982,40,,,,,1.205,"[-2.490,3.250]",1.055,40,0.0001,"[-0.003,0.002]",1.002,40,0.0007,"[-0.001,0.001]",1.075,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[-0.500,0.000]",1.0,40,0.0,"[0.000,0.000]",0.0,40,0.0,"[0.000,1.000]",0.0,40,0.0,"[0.000,0.000]",1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi,deepseek-ai/DeepSeek-V4-Pro,bounded_efficiency,pilot_a,18,0.0,"[-1.500,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",0.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[0.000,0.000]",1.0,18,75.5,"[-158.000,955.000]",1.193,18,19.0,"[-39.500,239.000]",1.193,18,0.0,"[-0.000,0.001]",1.156,18,0.0,"[-0.000,0.002]",1.071,18,-26.0,"[-95.000,180.000]",0.976,18,,,,,-0.375,"[-5.300,2.790]",0.994,18,-0.0001,"[-0.004,0.002]",0.997,18,-0.0011,"[-0.004,0.001]",0.905,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[-0.500,0.000]",1.0,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",1.0,18,1.0,1.0,1.0,1.0,1.0,0.4418,1.0
pi,deepseek-ai/DeepSeek-V4-Pro,bounded_efficiency,screening_pi,32,0.0,"[-0.500,0.500]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.250]",1.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[-128.000,211.250]",1.0,32,0.0,"[-32.000,52.250]",1.0,32,-0.0,"[-0.000,0.000]",0.992,32,0.0,"[-0.000,0.000]",1.0,32,-102.5,"[-533.000,-31.500]",0.914,32,,,,,-6.4625,"[-16.130,0.905]",0.722,32,-0.0007,"[-0.003,0.000]",0.977,32,-0.0002,"[-0.002,0.002]",0.985,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[-0.500,0.000]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[-0.250,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,1.0,1.0,1.0,1.0,1.0,0.7952,1.0
pi,deepseek-ai/DeepSeek-V4-Pro,conflicting_constraints,stress_pi,12,0.5,"[-3.250,5.500]",1.077,12,-0.25,"[-2.000,2.000]",0.0,12,-0.25,"[-1.500,2.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,0.500]",0.0,12,0.0,"[-1.000,0.000]",1.0,12,-776.5,"[-4420.750,2264.250]",0.598,12,-193.75,"[-1105.500,566.000]",0.599,12,-0.0004,"[-0.003,0.002]",0.6,12,-0.0009,"[-0.011,0.008]",0.645,12,-453.0,"[-2633.500,1433.500]",0.737,12,,,,,-8.585,"[-50.420,25.395]",0.722,12,-0.0024,"[-0.040,0.037]",0.919,12,0.0001,"[-0.031,0.018]",1.01,12,0.0,"[-0.750,1.250]",1.0,12,0.0,"[-0.500,0.500]",1.0,12,0.0,"[-0.750,0.500]",0.0,12,0.25,"[-0.250,2.000]",1.0,12,0.0,"[-0.250,0.500]",1.0,12,0.6877,1.0,1.0,1.0,1.0,0.4317,0.6195
pi,deepseek-ai/DeepSeek-V4-Pro,deep_thinking,holdout_pi,40,1.0,"[0.000,1.000]",1.143,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,97.5,"[0.000,706.000]",1.07,40,23.5,"[0.000,177.000]",1.068,40,0.0002,"[-0.000,0.000]",1.163,40,0.001,"[-0.000,0.001]",1.321,40,654.5,"[411.000,965.000]",1.425,40,,,,,6.975,"[3.560,11.015]",1.386,40,0.0072,"[0.005,0.011]",1.252,40,0.0024,"[0.002,0.005]",1.213,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.2204,1.0,1.0,1.0,1.0,0.2503,0.0628
pi,deepseek-ai/DeepSeek-V4-Pro,deep_thinking,pilot_a,18,1.0,"[0.500,1.000]",1.25,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[-0.500,1.000]",0.0,18,0.0,"[0.000,0.500]",1.0,18,475.0,"[372.500,956.000]",1.699,18,119.0,"[92.500,240.000]",1.698,18,0.0003,"[0.000,0.001]",1.771,18,0.0007,"[0.000,0.002]",1.976,18,510.5,"[274.000,1473.000]",1.572,18,,,,,17.945,"[5.970,31.640]",1.671,18,0.0063,"[0.005,0.013]",1.375,18,0.0054,"[0.002,0.012]",1.557,18,0.0,"[-1.000,1.000]",1.0,18,1.0,"[0.000,1.000]",1.5,18,0.0,"[0.000,0.000]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.0,"[-0.500,0.000]",1.0,18,0.3756,1.0,1.0,1.0,0.6187,0.1209,0.129
pi,deepseek-ai/DeepSeek-V4-Pro,deep_thinking,screening_pi,32,0.5,"[-0.750,0.750]",1.059,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.500]",0.0,32,0.0,"[0.000,0.000]",1.0,32,170.0,"[-892.000,459.000]",1.113,32,42.25,"[-223.500,114.000]",1.113,32,0.0,"[-0.000,0.000]",1.062,32,0.0001,"[-0.001,0.001]",1.04,32,333.0,"[-562.500,870.500]",1.272,32,,,,,-0.565,"[-17.113,17.200]",0.982,32,0.0029,"[-0.005,0.010]",1.093,32,0.0006,"[-0.004,0.008]",1.055,32,0.0,"[-0.500,0.000]",1.0,32,0.5,"[0.000,1.000]",1.111,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.3781,1.0,1.0,1.0,0.1037,0.8372,0.2606
pi,deepseek-ai/DeepSeek-V4-Pro,exhaustive_exploration,pilot_a,18,1.0,"[1.000,3.000]",1.2,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,1.000]",1.0,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,0.000]",,18,0.0,"[0.000,1.000]",1.0,18,1.0,"[0.000,1.500]",1.0,18,2480.5,"[1931.000,2933.000]",3.115,18,619.5,"[483.000,734.000]",3.116,18,0.0015,"[0.001,0.002]",3.34,18,0.005,"[0.003,0.006]",4.2,18,1249.5,"[1131.000,1424.000]",2.19,18,,,,,9.275,"[-5.600,22.970]",1.576,18,0.0131,"[0.008,0.016]",1.664,18,0.0011,"[-0.001,0.004]",1.09,18,0.0,"[0.000,1.000]",1.0,18,2.0,"[1.000,2.500]",1.667,18,0.0,"[-0.500,0.000]",0.0,18,-1.0,"[-1.000,0.000]",0.0,18,0.0,"[0.000,0.000]",1.0,18,0.3777,1.0,1.0,0.1262,1.0,0.1231,0.1255
pi,deepseek-ai/DeepSeek-V4-Pro,exhaustive_exploration,screening_pi,32,1.0,"[0.500,1.750]",1.183,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[-0.500,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",1.5,32,0.5,"[0.000,1.000]",1.0,32,2033.5,"[1553.500,2282.000]",2.131,32,508.5,"[388.500,570.000]",2.13,32,0.0012,"[0.001,0.001]",2.414,32,0.0035,"[0.003,0.005]",2.947,32,1005.75,"[420.500,1392.000]",1.768,32,,,,,-1.55,"[-10.770,6.720]",0.947,32,0.0081,"[0.005,0.016]",1.348,32,0.0011,"[-0.002,0.005]",1.088,32,0.0,"[-0.250,0.000]",1.0,32,1.0,"[0.500,1.750]",1.5,32,0.0,"[0.000,0.000]",0.0,32,-1.0,"[-1.000,-0.500]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0072,1.0,1.0,0.0027,1.0,0.0046,0.0036
pi,deepseek-ai/DeepSeek-V4-Pro,full_restatement_per_turn,stress_pi,12,0.5,"[-4.250,1.500]",1.094,12,0.0,"[-2.000,0.000]",0.0,12,0.0,"[-1.500,0.000]",0.0,12,0.0,"[0.000,1.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,1.000]",,12,1.25,"[1.000,2.000]",4.0,12,-0.25,"[-1.250,0.000]",0.0,12,74.25,"[-4369.750,539.000]",1.031,12,18.5,"[-1092.500,134.500]",1.031,12,0.0001,"[-0.003,0.000]",1.153,12,0.0006,"[-0.011,0.002]",1.432,12,285.0,"[-2385.500,1370.000]",1.227,12,,,,,-6.915,"[-46.850,11.605]",0.793,12,0.0072,"[-0.037,0.026]",1.342,12,0.0051,"[-0.029,0.010]",1.514,12,0.25,"[0.000,0.500]",1.167,12,0.0,"[-0.750,0.500]",1.0,12,0.0,"[-0.500,0.000]",0.0,12,0.0,"[-1.000,0.000]",1.0,12,0.0,"[-0.750,0.000]",1.0,12,0.686,0.2441,0.2441,0.1216,0.3749,0.813,0.4055
pi,deepseek-ai/DeepSeek-V4-Pro,irrelevant_context,stress_pi,12,0.25,"[-3.250,0.500]",1.038,12,0.0,"[-2.000,0.500]",0.476,12,0.0,"[-1.500,0.500]",0.667,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.500]",2.0,12,0.0,"[-0.500,0.250]",1.0,12,-629.5,"[-3832.750,477.000]",0.703,12,-158.0,"[-958.500,119.500]",0.702,12,-0.0003,"[-0.003,0.000]",0.7,12,-0.0008,"[-0.010,0.001]",0.695,12,-235.5,"[-2376.500,433.500]",0.878,12,,,,,-11.345,"[-28.400,3.935]",0.693,12,0.0013,"[-0.036,0.005]",1.059,12,0.0001,"[-0.028,0.006]",1.012,12,0.0,"[0.000,0.500]",1.0,12,0.0,"[-0.750,0.500]",1.0,12,0.0,"[-0.750,0.500]",0.0,12,0.0,"[-0.500,0.000]",1.0,12,0.0,"[-0.250,0.000]",1.0,12,1.0,1.0,1.0,1.0,0.1247,1.0,0.8132
pi,deepseek-ai/DeepSeek-V4-Pro,max_certainty,holdout_pi,40,2.0,"[2.000,2.000]",1.333,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,1.0,"[1.000,2.000]",2.0,40,0.0,"[0.000,0.000]",1.0,40,410.5,"[313.000,637.000]",1.232,40,102.5,"[78.000,160.000]",1.232,40,0.0003,"[0.000,0.000]",1.36,40,0.0013,"[0.001,0.002]",1.572,40,525.5,"[403.500,615.000]",1.413,40,,,,,7.835,"[3.830,11.410]",1.427,40,0.0092,"[0.007,0.013]",1.337,40,0.0044,"[0.003,0.006]",1.39,40,0.5,"[0.000,1.000]",1.25,40,1.0,"[0.000,1.000]",1.333,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.2164,1.0,1.0,1.0,0.4552,0.0618,0.0599
pi,deepseek-ai/DeepSeek-V4-Pro,max_certainty,screening_pi,32,1.5,"[1.000,2.500]",1.283,32,0.0,"[0.000,0.500]",0.286,32,0.0,"[0.000,0.500]",0.333,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,1.0,"[1.000,1.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,461.75,"[29.500,1057.750]",1.319,32,115.25,"[7.000,264.500]",1.319,32,0.0003,"[0.000,0.001]",1.399,32,0.0011,"[-0.000,0.002]",1.505,32,463.0,"[212.000,863.000]",1.392,32,,,,,4.48,"[-11.505,18.370]",1.195,32,0.0084,"[0.006,0.012]",1.352,32,0.0034,"[0.001,0.008]",1.211,32,0.0,"[0.000,0.500]",1.0,32,1.0,"[1.000,1.500]",1.5,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0276,1.0,1.0,1.0,0.2607,0.1583,0.0199
pi,deepseek-ai/DeepSeek-V4-Pro,misleading_architecture,stress_pi,12,0.5,"[-5.750,0.750]",1.084,12,0.0,"[-2.500,0.000]",0.0,12,0.0,"[-2.000,0.000]",0.0,12,0.0,"[0.000,0.000]",,12,0.0,"[0.000,0.500]",,12,0.0,"[0.000,0.000]",,12,0.0,"[-0.250,1.000]",0.0,12,0.0,"[-0.750,1.000]",1.5,12,102.75,"[-4574.750,377.250]",1.075,12,25.5,"[-1144.000,94.250]",1.075,12,0.0001,"[-0.003,0.000]",1.087,12,0.0001,"[-0.011,0.001]",1.116,12,168.0,"[-2650.000,1948.500]",1.184,12,,,,,-2.15,"[-55.220,43.825]",0.929,12,0.0022,"[-0.049,0.019]",1.111,12,0.0037,"[-0.032,0.018]",1.357,12,0.0,"[-1.250,0.000]",1.0,12,0.5,"[-1.250,1.000]",1.333,12,0.0,"[-0.500,1.000]",0.0,12,0.0,"[-1.000,0.000]",1.0,12,0.0,"[-0.750,0.000]",1.0,12,0.7175,1.0,1.0,0.6228,1.0,0.7167,0.7175
pi,deepseek-ai/DeepSeek-V4-Pro,multiple_approaches,holdout_pi,40,2.0,"[0.500,2.000]",1.286,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.0,"[0.000,0.000]",,40,0.5,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,384.0,"[3.000,840.000]",1.185,40,95.5,"[0.500,210.000]",1.184,40,0.0004,"[0.000,0.001]",1.315,40,0.0014,"[0.000,0.002]",1.445,40,1381.5,"[922.000,1731.000]",1.924,40,,,,,19.505,"[16.215,25.170]",2.01,40,0.017,"[0.012,0.023]",1.631,40,0.01,"[0.007,0.014]",1.846,40,1.0,"[0.000,1.000]",1.5,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,1.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0,"[0.000,0.000]",1.0,40,0.0584,1.0,1.0,1.0,0.1188,0.2246,0.0623
pi,deepseek-ai/DeepSeek-V4-Pro,multiple_approaches,screening_pi,32,1.5,"[1.000,2.500]",1.273,32,1.0,"[0.500,1.000]",2.0,32,1.0,"[0.500,1.000]",2.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,1.000]",2.0,32,0.0,"[0.000,0.250]",1.0,32,1105.5,"[891.500,1494.000]",1.75,32,276.0,"[222.500,373.500]",1.75,32,0.0007,"[0.001,0.001]",1.784,32,0.002,"[0.001,0.002]",1.867,32,1481.5,"[1363.000,2202.000]",2.074,32,,,,,23.26,"[-2.135,39.025]",1.801,32,0.02,"[0.012,0.025]",1.748,32,0.0133,"[0.009,0.016]",1.928,32,1.0,"[0.250,1.000]",2.0,32,0.75,"[0.000,1.000]",1.417,32,0.0,"[0.000,0.000]",0.5,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.0618,1.0,1.0,1.0,0.0059,0.0035,0.022
pi,deepseek-ai/DeepSeek-V4-Pro,no_questions_autonomy,screening_pi,32,0.5,"[0.000,0.500]",1.091,32,0.0,"[0.000,0.000]",0.833,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",,32,0.0,"[0.000,0.000]",2.0,32,0.0,"[0.000,0.000]",1.0,32,18.0,"[-356.500,331.500]",1.015,32,4.0,"[-89.500,82.500]",1.013,32,0.0,"[-0.000,0.000]",1.02,32,0.0,"[-0.001,0.001]",1.003,32,-22.5,"[-591.250,191.500]",0.982,32,,,,,-6.2775,"[-16.895,2.172]",0.794,32,0.0017,"[-0.003,0.006]",1.068,32,0.0001,"[-0.002,0.004]",1.015,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.500]",1.0,32,0.0,"[0.000,0.000]",0.0,32,0.0,"[0.000,0.000]",1.0,32,0.0,"[0.000,0.000]",1.0,32,0.1464,1.0,1.0,1.0,1.0,1.0,0.8953
